number,sqrt1 (https://codebase64.org/doku.php?id=base:fast_sqrt),sqrt2 (http://www.6502.org/source/integers/root.htm),sqrt3 (http://www.txbobsc.com/aal/1986/aal8611.html#a1),sqrt5 (http://www.txbobsc.com/aal/1986/aal8609.html#a8),sqrt6 (https://www.bbcelite.com/master/main/subroutine/ll5.html),sqrt7 (http://6502org.wikidot.com/software-math-sqrt),sqrt9 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt9.a),sqrt10 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt10.a),sqrt11 (http://forum.6502.org/viewtopic.php?p=90611#p90611),sqrt12 (https://gitlab.riscosopen.org/RiscOS/Sources/Apps/Diversions/Meteors/-/blob/master/Srce6502/MetSrc2#L961),sqrt13 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt14 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt15 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937)
37427,287,813,33,716,499,494,34,204,294,1128,105,174,19
37428,287,813,33,716,499,494,34,204,294,1128,105,174,19
37429,287,813,33,716,499,494,34,204,294,1128,105,174,19
37430,287,813,33,716,499,494,34,204,294,1128,105,174,19
37431,287,813,33,716,499,494,34,204,294,1128,105,174,19
37432,287,813,33,716,499,494,34,204,294,1128,105,174,19
37433,287,813,33,716,499,494,34,204,294,1128,105,174,19
37434,287,813,33,716,499,494,34,204,294,1128,105,174,19
37435,287,813,33,716,499,494,34,204,294,1128,105,174,19
37436,287,813,33,716,499,494,34,204,294,1128,105,174,19
37437,287,813,33,716,499,494,34,204,294,1128,105,174,19
37438,287,813,33,716,499,494,34,204,294,1128,105,174,19
37439,287,813,33,716,499,494,34,204,294,1128,105,174,19
37440,287,813,33,716,499,494,34,204,294,1128,105,174,19
37441,287,813,33,716,499,494,34,204,294,1128,105,174,19
37442,287,813,33,716,499,494,34,204,294,1128,105,174,19
37443,287,813,33,716,499,494,34,204,294,1128,105,174,19
37444,287,813,33,716,499,494,34,204,294,1128,105,174,19
37445,287,813,33,716,499,494,34,204,294,1128,105,174,19
37446,287,813,33,716,499,494,34,204,294,1128,105,174,19
37447,287,813,33,716,499,494,34,204,294,1128,105,174,19
37448,287,813,33,716,499,494,34,204,294,1128,105,174,19
37449,287,813,33,716,499,494,34,204,294,1128,105,174,19
37450,287,813,33,716,499,494,34,204,294,1128,105,174,19
37451,287,813,33,716,499,494,34,204,294,1128,105,174,19
37452,287,813,33,716,499,494,34,204,294,1128,105,174,19
37453,287,813,33,716,499,494,34,204,294,1128,105,174,19
37454,287,813,33,716,499,494,34,204,294,1128,105,174,19
37455,287,813,33,716,499,494,34,204,294,1128,105,174,19
37456,287,813,33,716,499,494,34,204,294,1128,105,174,19
37457,287,813,33,716,499,494,34,204,294,1128,105,174,19
37458,287,813,33,716,499,494,34,204,294,1128,105,174,19
37459,287,813,33,716,499,494,34,204,294,1128,105,174,19
37460,287,813,33,716,499,494,34,204,294,1128,105,174,19
37461,287,813,33,716,499,494,34,204,294,1128,105,174,19
37462,287,813,33,716,499,494,34,204,294,1128,105,174,19
37463,287,813,33,716,499,494,34,204,294,1128,105,174,19
37464,287,813,33,716,499,494,34,204,294,1128,105,174,19
37465,287,813,33,716,499,494,34,204,294,1128,105,174,19
37466,287,813,33,716,499,494,34,204,294,1128,105,174,19
37467,287,813,33,716,499,494,34,204,294,1128,105,174,19
37468,287,813,33,716,499,494,34,204,294,1128,105,174,19
37469,287,813,33,716,499,494,34,204,294,1128,105,174,19
37470,287,813,33,716,499,494,34,204,294,1128,105,174,19
37471,287,813,33,716,499,494,34,204,294,1128,105,174,19
37472,287,813,33,716,499,494,34,204,294,1128,105,174,19
37473,287,813,33,716,499,494,34,204,294,1128,105,174,19
37474,287,813,33,716,499,494,34,204,294,1128,105,174,19
37475,287,813,33,716,499,494,34,204,294,1128,105,174,19
37476,287,813,33,716,499,494,34,204,294,1128,105,174,19
37477,287,813,33,716,499,494,34,204,294,1128,105,174,19
37478,287,813,33,716,499,494,34,204,294,1128,105,174,19
37479,287,813,33,716,499,494,34,204,294,1128,105,174,19
37480,287,813,33,716,499,494,34,204,294,1128,105,174,19
37481,287,813,33,716,499,494,34,204,294,1128,105,174,19
37482,287,813,33,716,499,494,34,204,294,1128,105,174,19
37483,287,813,33,716,499,494,34,204,294,1128,105,174,19
37484,287,813,33,716,499,494,34,204,294,1128,105,174,19
37485,287,813,33,716,499,494,34,204,294,1128,105,174,19
37486,287,813,33,716,499,494,34,204,294,1128,105,174,19
37487,287,813,33,716,499,494,34,204,294,1128,105,174,19
37488,287,813,33,716,499,494,34,204,294,1128,105,174,19
37489,287,813,33,716,499,494,34,204,294,1128,105,174,19
37490,287,813,33,716,499,494,34,204,294,1128,105,174,19
37491,287,813,33,716,499,494,34,204,294,1128,105,174,19
37492,287,813,33,716,499,494,34,204,294,1128,105,174,19
37493,287,813,33,716,499,494,34,204,294,1128,105,174,19
37494,287,813,33,716,499,494,34,204,294,1128,105,174,19
37495,287,813,33,716,499,494,34,204,294,1128,105,174,19
37496,287,813,33,716,499,494,34,204,294,1128,105,174,19
37497,287,813,33,716,499,494,34,204,294,1128,105,174,19
37498,287,813,33,716,499,494,34,204,294,1128,105,174,19
37499,287,813,33,716,499,494,34,204,294,1128,105,174,19
37500,287,813,33,716,499,494,34,204,294,1128,105,174,19
37501,287,813,33,716,499,494,34,204,294,1128,105,174,19
37502,287,813,33,716,499,494,34,204,294,1128,105,174,19
37503,287,813,33,716,499,494,34,204,294,1128,105,174,19
37504,287,813,33,716,499,494,34,204,294,1128,105,174,19
37505,287,813,33,716,499,494,34,204,294,1128,114,174,19
37506,287,813,33,716,499,494,34,204,294,1128,114,174,19
37507,287,813,33,716,499,494,34,204,294,1128,114,174,19
37508,287,813,33,716,499,494,34,204,294,1128,114,174,19
37509,287,813,33,716,499,494,34,204,294,1128,114,174,19
37510,287,813,33,716,499,494,34,204,294,1128,114,174,19
37511,287,813,33,716,499,494,34,204,294,1128,114,174,19
37512,287,813,33,716,499,494,34,204,294,1128,114,174,19
37513,287,813,33,716,499,494,34,204,294,1128,114,174,19
37514,287,813,33,716,499,494,34,204,294,1128,114,174,19
37515,287,813,33,716,499,494,34,204,294,1128,114,174,19
37516,287,813,33,716,499,494,34,204,294,1128,114,174,19
37517,287,813,33,716,499,494,34,204,294,1128,114,174,19
37518,287,813,33,716,499,494,34,204,294,1128,114,174,19
37519,287,813,33,716,499,494,34,204,294,1128,114,174,19
37520,287,813,33,716,499,494,34,204,294,1128,114,174,19
37521,287,813,33,716,499,494,34,204,294,1128,114,174,19
37522,287,813,33,716,499,494,34,204,294,1128,114,174,19
37523,287,813,33,716,499,494,34,204,294,1128,114,174,19
37524,287,813,33,716,499,494,34,204,294,1128,114,174,19
37525,287,813,33,716,499,494,34,204,294,1128,114,174,19
37526,287,813,33,716,499,494,34,204,294,1128,114,174,19
37527,287,813,33,716,499,494,34,204,294,1128,114,174,19
37528,287,813,33,716,499,494,34,204,294,1128,114,174,19
37529,287,813,33,716,499,494,34,204,294,1128,114,174,19
37530,287,813,33,716,499,494,34,204,294,1128,114,174,19
37531,287,813,33,716,499,494,34,204,294,1128,114,174,19
37532,287,813,33,716,499,494,34,204,294,1128,114,174,19
37533,287,813,33,716,499,494,34,204,294,1128,114,174,19
37534,287,813,33,716,499,494,34,204,294,1128,114,174,19
37535,287,813,33,716,499,494,34,204,294,1128,114,174,19
37536,287,813,33,716,499,494,34,204,294,1128,114,174,19
37537,287,813,33,716,499,494,34,204,294,1128,114,174,19
37538,287,813,33,716,499,494,34,204,294,1128,114,174,19
37539,287,813,33,716,499,494,34,204,294,1128,114,174,19
37540,287,813,33,716,499,494,34,204,294,1128,114,174,19
37541,287,813,33,716,499,494,34,204,294,1128,114,174,19
37542,287,813,33,716,499,494,34,204,294,1128,114,174,19
37543,287,813,33,716,499,494,34,204,294,1128,114,174,19
37544,287,813,33,716,499,494,34,204,294,1128,114,174,19
37545,287,813,33,716,499,494,34,204,294,1128,114,174,19
37546,287,813,33,716,499,494,34,204,294,1128,114,174,19
37547,287,813,33,716,499,494,34,204,294,1128,114,174,19
37548,287,813,33,716,499,494,34,204,294,1128,114,174,19
37549,287,813,33,716,499,494,34,204,294,1128,114,174,19
37550,287,813,33,716,499,494,34,204,294,1128,114,174,19
37551,287,813,33,716,499,494,34,204,294,1128,114,174,19
37552,287,813,33,716,499,494,34,204,294,1128,114,174,19
37553,287,813,33,716,499,494,34,204,294,1128,114,174,19
37554,287,813,33,716,499,494,34,204,294,1128,114,174,19
37555,287,813,33,716,499,494,34,204,294,1128,114,174,19
37556,287,813,33,716,499,494,34,204,294,1128,114,174,19
37557,287,813,33,716,499,494,34,204,294,1128,114,174,19
37558,287,813,33,716,499,494,34,204,294,1128,114,174,19
37559,287,813,33,716,499,494,34,204,294,1128,114,174,19
37560,287,813,33,716,499,494,34,204,294,1128,114,174,19
37561,287,813,33,716,499,494,34,204,294,1128,114,174,19
37562,287,813,33,716,499,494,34,204,294,1128,114,174,19
37563,287,813,33,716,499,494,34,204,294,1128,114,174,19
37564,287,813,33,716,499,494,34,204,294,1128,114,174,19
37565,287,813,33,716,499,494,34,204,294,1128,114,174,19
37566,287,813,33,716,499,494,34,204,294,1128,114,174,19
37567,287,813,33,716,499,494,34,204,294,1128,114,174,19
37568,287,813,33,716,499,494,34,204,294,1128,114,174,19
37569,287,813,33,716,499,494,34,204,294,1128,114,174,19
37570,287,813,33,716,499,494,34,204,294,1128,114,174,19
37571,287,813,33,716,499,494,34,204,294,1128,114,174,19
37572,287,813,33,716,499,494,34,204,294,1128,114,174,19
37573,287,813,33,716,499,494,34,204,294,1128,114,174,19
37574,287,813,33,716,499,494,34,204,294,1128,114,174,19
37575,287,813,33,716,499,494,34,204,294,1128,114,174,19
37576,287,813,33,716,499,494,34,204,294,1128,114,174,19
37577,287,813,33,716,499,494,34,204,294,1128,114,174,19
37578,287,813,33,716,499,494,34,204,294,1128,114,174,19
37579,287,813,33,716,499,494,34,204,294,1128,114,174,19
37580,287,813,33,716,499,494,34,204,294,1128,114,174,19
37581,287,813,33,716,499,494,34,204,294,1128,114,174,19
37582,287,813,33,716,499,494,34,204,294,1128,114,174,19
37583,287,813,33,716,499,494,34,204,294,1128,114,174,19
37584,287,813,33,716,499,494,34,204,294,1128,114,174,19
37585,287,813,33,716,499,494,34,204,294,1128,114,174,19
37586,287,813,33,716,499,494,34,204,294,1128,114,174,19
37587,287,813,33,716,499,494,34,204,294,1128,114,174,19
37588,287,813,33,716,499,494,34,204,294,1128,114,174,19
37589,287,813,33,716,499,494,34,204,294,1128,114,174,19
37590,287,813,33,716,499,494,34,204,294,1128,114,174,19
37591,287,813,33,716,499,494,34,204,294,1128,114,174,19
37592,287,813,33,716,499,494,34,204,294,1128,114,174,19
37593,287,813,33,716,499,494,34,204,294,1128,114,174,19
37594,287,813,33,716,499,494,34,204,294,1128,114,174,19
37595,287,813,33,716,499,494,34,204,294,1128,114,174,19
37596,287,813,33,716,499,494,34,204,294,1128,114,174,19
37597,287,813,33,716,499,494,34,204,294,1128,114,174,19
37598,287,813,33,716,499,494,34,204,294,1128,114,174,19
37599,287,813,33,716,499,494,34,204,294,1128,114,174,19
37600,287,813,33,716,499,494,34,204,294,1128,114,174,19
37601,287,813,33,716,499,494,34,204,294,1128,114,174,19
37602,287,813,33,716,499,494,34,204,294,1128,114,174,19
37603,287,813,33,716,499,494,34,204,294,1128,114,174,19
37604,287,813,33,716,499,494,34,204,294,1128,114,174,19
37605,287,813,33,716,499,494,34,204,294,1128,114,174,19
37606,287,813,33,716,499,494,34,204,294,1128,114,174,19
37607,287,813,33,716,499,494,34,204,294,1128,114,174,19
37608,287,813,33,716,499,494,34,204,294,1128,114,174,19
37609,287,813,33,716,499,494,34,204,294,1128,114,174,19
37610,287,813,33,716,499,494,34,204,294,1128,114,174,19
37611,287,813,33,716,499,494,34,204,294,1128,114,174,19
37612,287,813,33,716,499,494,34,204,294,1128,114,174,19
37613,287,813,33,716,499,494,34,204,294,1128,114,174,19
37614,287,813,33,716,499,494,34,204,294,1128,114,174,19
37615,287,813,33,716,499,494,34,204,294,1128,114,174,19
37616,287,813,33,716,499,494,34,204,294,1128,114,174,19
37617,287,813,33,716,499,494,34,204,294,1128,114,174,19
37618,287,813,33,716,499,494,34,204,294,1128,114,174,19
37619,287,813,33,716,499,494,34,204,294,1128,114,174,19
37620,287,813,33,716,499,494,34,204,294,1128,114,174,19
37621,287,813,33,716,499,494,34,204,294,1128,114,174,19
37622,287,813,33,716,499,494,34,204,294,1128,114,174,19
37623,287,813,33,716,499,494,34,204,294,1128,114,174,19
37624,287,813,33,716,499,494,34,204,294,1128,114,174,19
37625,287,813,33,716,499,494,34,204,294,1128,114,174,19
37626,287,813,33,716,499,494,34,204,294,1128,114,174,19
37627,287,813,33,716,499,494,34,204,294,1128,114,174,19
37628,287,813,33,716,499,494,34,204,294,1128,114,174,19
37629,287,813,33,716,499,494,34,204,294,1128,114,174,19
37630,287,813,33,716,499,494,34,204,294,1128,114,174,19
37631,287,813,33,716,499,494,34,204,294,1128,114,174,19
37632,287,813,25,716,505,494,26,204,307,1128,119,174,25
37633,287,813,25,716,505,494,26,204,307,1128,119,174,25
37634,287,813,25,716,505,494,26,204,307,1128,119,174,25
37635,287,813,25,716,505,494,26,204,307,1128,119,174,25
37636,314,810,34,716,502,494,35,221,180,1098,127,194,25
37637,314,810,34,716,502,494,35,221,298,1114,127,194,25
37638,314,810,34,716,502,494,35,221,298,1114,127,194,25
37639,314,810,34,716,502,494,35,221,298,1114,127,194,25
37640,314,810,34,716,502,494,35,221,298,1114,127,194,25
37641,314,810,34,716,502,494,35,221,298,1114,127,194,25
37642,314,810,34,716,502,494,35,221,298,1114,127,194,25
37643,314,810,34,716,502,494,35,221,298,1114,127,194,25
37644,314,810,34,716,502,494,35,221,298,1114,127,194,25
37645,314,810,34,716,502,494,35,221,298,1114,127,194,25
37646,314,810,34,716,502,494,35,221,298,1114,127,194,25
37647,314,810,34,716,502,494,35,221,298,1114,127,194,25
37648,314,810,34,716,499,494,35,221,298,1128,127,194,25
37649,314,810,34,716,499,494,35,221,298,1128,127,194,25
37650,314,810,34,716,499,494,35,221,298,1128,127,194,25
37651,314,810,34,716,499,494,35,221,298,1128,127,194,25
37652,314,810,34,716,499,494,35,221,298,1128,127,194,25
37653,314,810,34,716,499,494,35,221,298,1128,127,194,25
37654,314,810,34,716,499,494,35,221,298,1128,127,194,25
37655,314,810,34,716,499,494,35,221,298,1128,127,194,25
37656,314,810,34,716,499,494,35,221,298,1128,127,194,25
37657,314,810,34,716,499,494,35,221,298,1128,127,194,25
37658,314,810,34,716,499,494,35,221,298,1128,127,194,25
37659,314,810,34,716,499,494,35,221,298,1128,127,194,25
37660,314,810,34,716,499,494,35,221,298,1128,127,194,25
37661,314,810,34,716,499,494,35,221,298,1128,127,194,25
37662,314,810,34,716,499,494,35,221,298,1128,127,194,25
37663,314,810,34,716,499,494,35,221,298,1128,127,194,25
37664,314,810,34,716,499,494,35,221,298,1128,127,194,25
37665,314,810,34,716,499,494,35,221,298,1128,127,194,25
37666,314,810,34,716,499,494,35,221,298,1128,127,194,25
37667,314,810,34,716,499,494,35,221,298,1128,127,194,25
37668,314,810,34,716,499,494,35,221,298,1128,127,194,25
37669,314,810,34,716,499,494,35,221,298,1128,127,194,25
37670,314,810,34,716,499,494,35,221,298,1128,127,194,25
37671,314,810,34,716,499,494,35,221,298,1128,127,194,25
37672,314,810,34,716,499,494,35,221,298,1128,127,194,25
37673,314,810,34,716,499,494,35,221,298,1128,127,194,25
37674,314,810,34,716,499,494,35,221,298,1128,127,194,25
37675,314,810,34,716,499,494,35,221,298,1128,127,194,25
37676,314,810,34,716,499,494,35,221,298,1128,127,194,25
37677,314,810,34,716,499,494,35,221,298,1128,127,194,25
37678,314,810,34,716,499,494,35,221,298,1128,127,194,25
37679,314,810,34,716,499,494,35,221,298,1128,127,194,25
37680,314,810,34,716,499,494,35,221,298,1128,127,194,25
37681,314,810,34,716,499,494,35,221,298,1128,127,194,25
37682,314,810,34,716,499,494,35,221,298,1128,127,194,25
37683,314,810,34,716,499,494,35,221,298,1128,127,194,25
37684,314,810,34,716,499,494,35,221,298,1128,127,194,25
37685,314,810,34,716,499,494,35,221,298,1128,127,194,25
37686,314,810,34,716,499,494,35,221,298,1128,127,194,25
37687,314,810,34,716,499,494,35,221,298,1128,127,194,25
37688,314,810,34,716,499,494,35,221,298,1128,127,194,25
37689,314,810,34,716,499,494,35,221,298,1128,127,194,25
37690,314,810,34,716,499,494,35,221,298,1128,127,194,25
37691,314,810,34,716,499,494,35,221,298,1128,127,194,25
37692,314,810,34,716,499,494,35,221,298,1128,127,194,25
37693,314,810,34,716,499,494,35,221,298,1128,127,194,25
37694,314,810,34,716,499,494,35,221,298,1128,127,194,25
37695,314,810,34,716,499,494,35,221,298,1128,127,194,25
37696,314,810,34,716,499,494,35,221,298,1128,127,194,25
37697,314,810,34,716,499,494,35,221,298,1128,127,194,25
37698,314,810,34,716,499,494,35,221,298,1128,127,194,25
37699,314,810,34,716,499,494,35,221,298,1128,127,194,25
37700,314,810,34,716,499,494,35,221,298,1128,127,194,25
37701,314,810,34,716,499,494,35,221,298,1128,127,194,25
37702,314,810,34,716,499,494,35,221,298,1128,127,194,25
37703,314,810,34,716,499,494,35,221,298,1128,127,194,25
37704,314,810,34,716,499,494,35,221,298,1128,127,194,25
37705,314,810,34,716,499,494,35,221,298,1128,127,194,25
37706,314,810,34,716,499,494,35,221,298,1128,127,194,25
37707,314,810,34,716,499,494,35,221,298,1128,127,194,25
37708,314,810,34,716,499,494,35,221,298,1128,127,194,25
37709,314,810,34,716,499,494,35,221,298,1128,127,194,25
37710,314,810,34,716,499,494,35,221,298,1128,127,194,25
37711,314,810,34,716,499,494,35,221,298,1128,127,194,25
37712,314,810,34,716,499,494,35,221,298,1128,127,194,25
37713,314,810,34,716,499,494,35,221,298,1128,127,194,25
37714,314,810,34,716,499,494,35,221,298,1128,127,194,25
37715,314,810,34,716,499,494,35,221,298,1128,127,194,25
37716,314,810,34,716,499,494,35,221,298,1128,127,194,25
37717,314,810,34,716,499,494,35,221,298,1128,127,194,25
37718,314,810,34,716,499,494,35,221,298,1128,127,194,25
37719,314,810,34,716,499,494,35,221,298,1128,127,194,25
37720,314,810,34,716,499,494,35,221,298,1128,127,194,25
37721,314,810,34,716,499,494,35,221,298,1128,127,194,25
37722,314,810,34,716,499,494,35,221,298,1128,127,194,25
37723,314,810,34,716,499,494,35,221,298,1128,127,194,25
37724,314,810,34,716,499,494,35,221,298,1128,127,194,25
37725,314,810,34,716,499,494,35,221,298,1128,127,194,25
37726,314,810,34,716,499,494,35,221,298,1128,127,194,25
37727,314,810,34,716,499,494,35,221,298,1128,127,194,25
37728,314,810,34,716,499,494,35,221,298,1128,127,194,25
37729,314,810,34,716,499,494,35,221,298,1128,127,194,25
37730,314,810,34,716,499,494,35,221,298,1128,127,194,25
37731,314,810,34,716,499,494,35,221,298,1128,127,194,25
37732,314,810,34,716,499,494,35,221,298,1128,127,194,25
37733,314,810,34,716,499,494,35,221,298,1128,127,194,25
37734,314,810,34,716,499,494,35,221,298,1128,127,194,25
37735,314,810,34,716,499,494,35,221,298,1128,127,194,25
37736,314,810,34,716,499,494,35,221,298,1128,127,194,25
37737,314,810,34,716,499,494,35,221,298,1128,127,194,25
37738,314,810,34,716,499,494,35,221,298,1128,127,194,25
37739,314,810,34,716,499,494,35,221,298,1128,127,194,25
37740,314,810,34,716,499,494,35,221,298,1128,127,194,25
37741,314,810,34,716,499,494,35,221,298,1128,127,194,25
37742,314,810,34,716,499,494,35,221,298,1128,127,194,25
37743,314,810,34,716,499,494,35,221,298,1128,127,194,25
37744,314,810,34,716,499,494,35,221,298,1128,127,194,25
37745,314,810,34,716,499,494,35,221,298,1128,127,194,25
37746,314,810,34,716,499,494,35,221,298,1128,127,194,25
37747,314,810,34,716,499,494,35,221,298,1128,127,194,25
37748,314,810,34,716,499,494,35,221,298,1128,127,194,25
37749,314,810,34,716,499,494,35,221,298,1128,127,194,25
37750,314,810,34,716,499,494,35,221,298,1128,127,194,25
37751,314,810,34,716,499,494,35,221,298,1128,127,194,25
37752,314,810,34,716,499,494,35,221,298,1128,127,194,25
37753,314,810,34,716,499,494,35,221,298,1128,127,194,25
37754,314,810,34,716,499,494,35,221,298,1128,127,194,25
37755,314,810,34,716,499,494,35,221,298,1128,127,194,25
37756,314,810,34,716,499,494,35,221,298,1128,127,194,25
37757,314,810,34,716,499,494,35,221,298,1128,127,194,25
37758,314,810,34,716,499,494,35,221,298,1128,127,194,25
37759,314,810,34,716,499,494,35,221,298,1128,127,194,25
37760,314,810,34,716,499,494,35,221,298,1128,127,194,25
37761,314,810,34,716,499,494,35,221,298,1128,127,194,25
37762,314,810,34,716,499,494,35,221,298,1128,127,194,25
37763,314,810,34,716,499,494,35,221,298,1128,127,194,25
37764,314,810,34,716,499,494,35,221,298,1128,127,194,25
37765,314,810,34,716,499,494,35,221,298,1128,127,194,25
37766,314,810,34,716,499,494,35,221,298,1128,127,194,25
37767,314,810,34,716,499,494,35,221,298,1128,127,194,25
37768,314,810,34,716,499,494,35,221,298,1128,127,194,25
37769,314,810,34,716,499,494,35,221,298,1128,127,194,25
37770,314,810,34,716,499,494,35,221,298,1128,127,194,25
37771,314,810,34,716,499,494,35,221,298,1128,127,194,25
37772,314,810,34,716,499,494,35,221,298,1128,127,194,25
37773,314,810,34,716,499,494,35,221,298,1128,127,194,25
37774,314,810,34,716,499,494,35,221,298,1128,127,194,25
37775,314,810,34,716,499,494,35,221,298,1128,127,194,25
37776,314,810,34,716,499,494,35,221,298,1128,127,194,25
37777,314,810,34,716,499,494,35,221,298,1128,127,194,25
37778,314,810,34,716,499,494,35,221,298,1128,127,194,25
37779,314,810,34,716,499,494,35,221,298,1128,127,194,25
37780,314,810,34,716,499,494,35,221,298,1128,127,194,25
37781,314,810,34,716,499,494,35,221,298,1128,127,194,25
37782,314,810,34,716,499,494,35,221,298,1128,127,194,25
37783,314,810,34,716,499,494,35,221,298,1128,127,194,25
37784,314,810,34,716,499,494,35,221,298,1128,127,194,25
37785,314,810,34,716,499,494,35,221,298,1128,127,194,25
37786,314,810,34,716,499,494,35,221,298,1128,127,194,25
37787,314,810,34,716,499,494,35,221,298,1128,127,194,25
37788,314,810,34,716,499,494,35,221,298,1128,127,194,25
37789,314,810,34,716,499,494,35,221,298,1128,127,194,25
37790,314,810,34,716,499,494,35,221,298,1128,127,194,25
37791,314,810,34,716,499,494,35,221,298,1128,127,194,25
37792,314,810,34,716,499,494,35,221,298,1128,127,194,25
37793,314,810,34,716,499,494,35,221,298,1128,127,194,25
37794,314,810,34,716,499,494,35,221,298,1128,127,194,25
37795,314,810,34,716,499,494,35,221,298,1128,127,194,25
37796,314,810,34,716,499,494,35,221,298,1128,127,194,25
37797,314,810,34,716,499,494,35,221,298,1128,127,194,25
37798,314,810,34,716,499,494,35,221,298,1128,127,194,25
37799,314,810,34,716,499,494,35,221,298,1128,127,194,25
37800,314,810,34,716,499,494,35,221,298,1128,127,194,25
37801,314,810,34,716,499,494,35,221,298,1128,127,194,25
37802,314,810,34,716,499,494,35,221,298,1128,127,194,25
37803,314,810,34,716,499,494,35,221,298,1128,127,194,25
37804,314,810,34,716,499,494,35,221,298,1128,127,194,25
37805,314,810,34,716,499,494,35,221,298,1128,127,194,25
37806,314,810,34,716,499,494,35,221,298,1128,127,194,25
37807,314,810,34,716,499,494,35,221,298,1128,127,194,25
37808,314,810,34,716,499,494,35,221,298,1128,127,194,25
37809,314,810,34,716,499,494,35,221,298,1128,127,194,25
37810,314,810,34,716,499,494,35,221,298,1128,127,194,25
37811,314,810,34,716,499,494,35,221,298,1128,127,194,25
37812,314,810,34,716,499,494,35,221,298,1128,127,194,25
37813,314,810,34,716,499,494,35,221,298,1128,127,194,25
37814,314,810,34,716,499,494,35,221,298,1128,127,194,25
37815,314,810,34,716,499,494,35,221,298,1128,127,194,25
37816,314,810,34,716,499,494,35,221,298,1128,127,194,25
37817,314,810,34,716,499,494,35,221,298,1128,127,194,25
37818,314,810,34,716,499,494,35,221,298,1128,127,194,25
37819,314,810,34,716,499,494,35,221,298,1128,127,194,25
37820,314,810,34,716,499,494,35,221,298,1128,127,194,25
37821,314,810,34,716,499,494,35,221,298,1128,127,194,25
37822,314,810,34,716,499,494,35,221,298,1128,127,194,25
37823,314,810,34,716,499,494,35,221,298,1128,127,194,25
37824,314,810,34,716,499,494,35,221,298,1128,127,194,25
37825,314,810,34,716,499,494,35,221,298,1128,127,194,25
37826,314,810,34,716,499,494,35,221,298,1128,127,194,25
37827,314,810,34,716,499,494,35,221,298,1128,127,194,25
37828,314,810,34,716,499,494,35,221,298,1128,127,194,25
37829,314,810,34,716,499,494,35,221,298,1128,127,194,25
37830,314,810,34,716,499,494,35,221,298,1128,127,194,25
37831,314,810,34,716,499,494,35,221,298,1142,127,194,25
37832,314,810,34,716,499,494,35,221,298,1142,127,194,25
37833,314,810,34,716,499,494,35,221,298,1142,127,194,25
37834,314,810,34,716,499,494,35,221,298,1142,127,194,25
37835,314,810,34,716,499,494,35,221,298,1142,127,194,25
37836,314,810,34,716,499,494,35,221,298,1142,127,194,25
37837,314,810,34,716,499,494,35,221,298,1142,127,194,25
37838,314,810,34,716,499,494,35,221,298,1142,127,194,25
37839,314,810,34,716,499,494,35,221,298,1142,127,194,25
37840,314,810,34,716,499,494,35,221,298,1142,127,194,25
37841,314,810,34,716,499,494,35,221,298,1142,127,194,25
37842,314,810,34,716,499,494,35,221,298,1142,127,194,25
37843,314,810,34,716,499,494,35,221,298,1142,127,194,25
37844,314,810,34,716,499,494,35,221,298,1142,127,194,25
37845,314,810,34,716,499,494,35,221,298,1142,127,194,25
37846,314,810,34,716,499,494,35,221,298,1142,127,194,25
37847,314,810,34,716,499,494,35,221,298,1142,127,194,25
37848,314,810,34,716,499,494,35,221,298,1142,127,194,25
37849,314,810,34,716,499,494,35,221,298,1142,127,194,25
37850,314,810,34,716,499,494,35,221,298,1142,127,194,25
37851,314,810,34,716,499,494,35,221,298,1142,127,194,25
37852,314,810,34,716,499,494,35,221,298,1142,127,194,25
37853,314,810,34,716,499,494,35,221,298,1142,127,194,25
37854,314,810,34,716,499,494,35,221,298,1142,127,194,25
37855,314,810,34,716,499,494,35,221,298,1142,127,194,25
37856,314,810,34,716,499,494,35,221,298,1142,127,194,25
37857,314,810,34,716,499,494,35,221,298,1142,127,194,25
37858,314,810,34,716,499,494,35,221,298,1142,127,194,25
37859,314,810,34,716,499,494,35,221,298,1142,127,194,25
37860,314,810,34,716,499,494,35,221,298,1142,127,194,25
37861,314,810,34,716,499,494,35,221,298,1142,127,194,25
37862,314,810,34,716,499,494,35,221,298,1142,127,194,25
37863,314,810,34,716,499,494,35,221,298,1142,127,194,25
37864,314,810,34,716,499,494,35,221,298,1142,127,194,25
37865,314,810,34,716,499,494,35,221,298,1142,127,194,25
37866,314,810,34,716,499,494,35,221,298,1142,127,194,25
37867,314,810,34,716,499,494,35,221,298,1142,127,194,25
37868,314,810,34,716,499,494,35,221,298,1142,127,194,25
37869,314,810,34,716,499,494,35,221,298,1142,127,194,25
37870,314,810,34,716,499,494,35,221,298,1142,127,194,25
37871,314,810,34,716,499,494,35,221,298,1142,127,194,25
37872,314,810,34,716,499,494,35,221,298,1142,127,194,25
37873,314,810,34,716,499,494,35,221,298,1142,127,194,25
37874,314,810,34,716,499,494,35,221,298,1142,127,194,25
37875,314,810,34,716,499,494,35,221,298,1142,127,194,25
