number,sqrt1 (https://codebase64.org/doku.php?id=base:fast_sqrt),sqrt2 (http://www.6502.org/source/integers/root.htm),sqrt3 (http://www.txbobsc.com/aal/1986/aal8611.html#a1),sqrt5 (http://www.txbobsc.com/aal/1986/aal8609.html#a8),sqrt6 (https://www.bbcelite.com/master/main/subroutine/ll5.html),sqrt7 (http://6502org.wikidot.com/software-math-sqrt),sqrt9 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt9.a),sqrt10 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt10.a),sqrt11 (http://forum.6502.org/viewtopic.php?p=90611#p90611),sqrt12 (https://gitlab.riscosopen.org/RiscOS/Sources/Apps/Diversions/Meteors/-/blob/master/Srce6502/MetSrc2#L961),sqrt13 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt14 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt15 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937)
13141,327,842,72,726,520,499,26,240,269,1179,132,194,60
13142,327,842,72,726,520,499,26,240,269,1179,132,194,60
13143,327,842,72,726,520,499,26,240,269,1179,132,194,60
13144,327,842,72,726,520,499,26,240,269,1179,132,194,60
13145,327,842,72,726,520,499,26,240,269,1179,132,194,60
13146,327,842,72,726,520,499,26,240,269,1179,132,194,60
13147,327,842,72,726,520,499,26,240,269,1179,132,194,60
13148,327,842,72,726,520,499,26,240,269,1179,132,194,60
13149,327,842,72,726,520,499,26,240,269,1179,132,194,60
13150,327,842,72,726,520,499,26,240,269,1179,132,194,60
13151,327,842,72,726,520,499,26,240,269,1179,132,194,60
13152,327,842,72,726,520,499,26,240,269,1179,132,194,60
13153,327,842,72,726,520,499,26,240,269,1179,132,194,60
13154,327,842,72,726,520,499,26,240,269,1179,132,194,60
13155,327,842,72,726,520,499,26,240,269,1179,132,194,60
13156,327,842,72,726,520,499,26,240,269,1179,132,194,60
13157,327,842,72,726,520,499,26,240,269,1179,132,194,60
13158,327,842,72,726,520,499,26,240,269,1179,132,194,60
13159,327,842,72,726,520,499,26,240,269,1179,132,194,60
13160,327,842,72,726,520,499,26,240,269,1179,132,194,60
13161,327,842,72,726,520,499,26,240,269,1179,132,194,60
13162,327,842,72,726,520,499,26,240,269,1179,132,194,60
13163,327,842,72,726,520,499,26,240,269,1179,132,194,60
13164,327,842,72,726,520,499,26,240,269,1179,132,194,60
13165,327,842,72,726,520,499,26,240,269,1179,132,194,60
13166,327,842,72,726,520,499,26,240,269,1179,132,194,60
13167,327,842,72,726,520,499,26,240,269,1179,132,194,60
13168,327,842,72,726,520,499,26,240,269,1179,132,194,60
13169,327,842,72,726,520,499,26,240,269,1179,132,194,60
13170,327,842,72,726,520,499,26,240,269,1179,132,194,60
13171,327,842,72,726,520,499,26,240,269,1179,132,194,60
13172,327,842,72,726,520,499,26,240,269,1179,132,194,60
13173,327,842,72,726,520,499,26,240,269,1179,132,194,60
13174,327,842,72,726,520,499,26,240,269,1179,132,194,60
13175,327,842,72,726,520,499,26,240,269,1179,132,194,60
13176,327,842,72,726,520,499,26,240,269,1179,132,194,60
13177,327,842,72,726,520,499,26,240,269,1179,132,194,60
13178,327,842,72,726,520,499,26,240,269,1179,132,194,60
13179,327,842,72,726,520,499,26,240,269,1179,132,194,60
13180,327,842,72,726,520,499,26,240,269,1179,132,194,60
13181,327,842,72,726,520,499,26,240,269,1179,132,194,60
13182,327,842,72,726,520,499,26,240,269,1179,132,194,60
13183,327,842,72,726,520,499,26,240,269,1179,132,194,60
13184,327,842,72,726,520,499,26,240,269,1179,132,194,73
13185,327,842,72,726,520,499,26,240,269,1179,132,194,73
13186,327,842,72,726,520,499,26,240,269,1179,132,194,73
13187,327,842,72,726,520,499,26,240,269,1179,132,194,73
13188,327,842,72,726,520,499,26,240,269,1179,132,194,73
13189,327,842,72,726,520,499,26,240,269,1179,132,194,73
13190,327,842,72,726,520,499,26,240,269,1179,132,194,73
13191,327,842,72,726,520,499,26,240,269,1179,132,194,73
13192,327,842,72,726,520,499,26,240,269,1179,132,194,73
13193,327,842,72,726,520,499,26,240,269,1179,132,194,73
13194,327,842,72,726,520,499,26,240,269,1179,132,194,73
13195,327,842,72,726,520,499,26,240,269,1179,132,194,73
13196,327,842,72,726,520,499,26,240,269,1179,132,194,73
13197,327,842,72,726,520,499,26,240,269,1179,132,194,73
13198,327,842,72,726,520,499,26,240,269,1179,132,194,73
13199,327,842,72,726,520,499,26,240,269,1179,132,194,73
13200,327,842,72,726,520,499,26,240,269,1179,132,194,73
13201,327,842,72,726,520,499,26,240,269,1179,132,194,73
13202,327,842,72,726,520,499,26,240,269,1179,132,194,73
13203,327,842,72,726,520,499,26,240,269,1179,132,194,73
13204,327,842,72,726,520,499,26,240,269,1179,132,194,73
13205,327,842,72,726,520,499,26,240,269,1179,132,194,73
13206,327,842,72,726,520,499,26,240,269,1179,132,194,73
13207,327,842,72,726,520,499,26,240,269,1179,132,194,73
13208,327,842,72,726,520,499,26,240,269,1179,132,194,73
13209,327,842,72,726,520,499,26,240,269,1179,132,194,73
13210,327,842,72,726,520,499,26,240,269,1179,132,194,73
13211,327,842,72,726,520,499,26,240,269,1179,132,194,73
13212,327,842,72,726,520,499,26,240,269,1179,132,194,73
13213,327,842,72,726,520,499,26,240,269,1179,132,194,73
13214,327,842,72,726,520,499,26,240,269,1179,132,194,73
13215,327,842,72,726,520,499,26,240,269,1179,132,194,73
13216,327,842,72,726,520,499,26,240,269,1179,132,194,73
13217,327,842,72,726,520,499,26,240,269,1179,132,194,73
13218,327,842,72,726,520,499,26,240,269,1179,132,194,73
13219,327,842,72,726,520,499,26,240,269,1179,132,194,73
13220,327,842,72,726,520,499,26,240,269,1179,132,194,73
13221,327,842,72,726,520,499,26,240,269,1179,132,194,73
13222,327,842,72,726,520,499,26,240,269,1179,132,194,73
13223,327,842,72,726,520,499,26,240,269,1179,132,194,73
13224,327,842,72,726,526,499,26,240,269,1179,132,194,73
13225,328,864,82,736,538,504,35,241,260,1202,150,195,73
13226,328,864,82,736,538,504,35,241,275,1202,150,195,73
13227,328,864,82,736,538,504,35,241,275,1202,150,195,73
13228,328,864,82,736,535,504,35,241,275,1202,150,195,73
13229,328,864,82,736,535,504,35,241,275,1202,150,195,73
13230,328,864,82,736,535,504,35,241,275,1202,150,195,73
13231,328,864,82,736,535,504,35,241,275,1202,150,195,73
13232,328,864,82,736,535,504,35,241,275,1202,150,195,73
13233,328,864,82,736,535,504,35,241,275,1202,150,195,73
13234,328,864,82,736,535,504,35,241,275,1202,150,195,73
13235,328,864,82,736,535,504,35,241,275,1202,150,195,73
13236,328,864,82,736,535,504,35,241,275,1202,150,195,73
13237,328,864,82,736,535,504,35,241,275,1202,150,195,73
13238,328,864,82,736,535,504,35,241,275,1202,150,195,73
13239,328,864,82,736,535,504,35,241,275,1202,150,195,73
13240,328,864,82,736,535,504,35,241,275,1202,150,195,73
13241,328,864,82,736,535,504,35,241,275,1202,150,195,73
13242,328,864,82,736,535,504,35,241,275,1202,150,195,73
13243,328,864,82,736,535,504,35,241,275,1202,150,195,73
13244,328,864,82,736,535,504,35,241,275,1202,150,195,73
13245,328,864,82,736,535,504,35,241,275,1202,150,195,73
13246,328,864,82,736,535,504,35,241,275,1202,150,195,73
13247,328,864,82,736,535,504,35,241,275,1202,150,195,73
13248,328,864,81,736,535,504,35,241,275,1202,150,195,60
13249,328,864,81,736,535,504,35,241,275,1202,150,195,60
13250,328,864,81,736,535,504,35,241,275,1202,150,195,60
13251,328,864,81,736,535,504,35,241,275,1202,150,195,60
13252,328,857,81,736,535,504,35,241,275,1202,150,195,60
13253,328,857,81,736,535,504,35,241,275,1202,150,195,60
13254,328,857,81,736,535,504,35,241,275,1202,150,195,60
13255,328,857,81,736,535,504,35,241,275,1202,150,195,60
13256,328,857,81,736,535,504,35,241,275,1202,150,195,60
13257,328,857,81,736,535,504,35,241,275,1202,150,195,60
13258,328,857,81,736,535,504,35,241,275,1202,150,195,60
13259,328,857,81,736,535,504,35,241,275,1202,150,195,60
13260,328,857,81,736,535,504,35,241,275,1202,150,195,60
13261,328,857,81,736,535,504,35,241,275,1202,150,195,60
13262,328,857,81,736,535,504,35,241,275,1202,150,195,60
13263,328,857,81,736,535,504,35,241,275,1202,150,195,60
13264,328,857,81,736,535,504,35,241,275,1202,150,195,60
13265,328,857,81,736,535,504,35,241,275,1202,150,195,60
13266,328,857,81,736,535,504,35,241,275,1202,150,195,60
13267,328,857,81,736,535,504,35,241,275,1202,150,195,60
13268,328,857,81,736,535,504,35,241,275,1202,150,195,60
13269,328,857,81,736,535,504,35,241,275,1202,150,195,60
13270,328,857,81,736,535,504,35,241,275,1202,150,195,60
13271,328,857,81,736,535,504,35,241,275,1202,150,195,60
13272,328,857,81,736,535,504,35,241,275,1202,150,195,60
13273,328,857,81,736,535,504,35,241,275,1202,150,195,60
13274,328,857,81,736,535,504,35,241,275,1202,150,195,60
13275,328,857,81,736,535,504,35,241,275,1202,150,195,60
13276,328,857,81,736,535,504,35,241,275,1202,150,195,60
13277,328,857,81,736,535,504,35,241,275,1202,150,195,60
13278,328,857,81,736,535,504,35,241,275,1202,150,195,60
13279,328,857,81,736,535,504,35,241,275,1202,150,195,60
13280,328,857,81,736,535,504,35,241,275,1202,150,195,60
13281,328,857,81,736,535,504,35,241,275,1202,150,195,60
13282,328,857,81,736,535,504,35,241,275,1202,150,195,60
13283,328,857,81,736,535,504,35,241,275,1202,150,195,60
13284,328,857,81,736,535,504,35,241,275,1202,150,195,60
13285,328,857,81,736,535,504,35,241,275,1202,150,195,60
13286,328,857,81,736,535,504,35,241,275,1202,150,195,60
13287,328,857,81,736,535,504,35,241,275,1202,150,195,60
13288,328,857,81,736,535,504,35,241,275,1202,150,195,60
13289,328,857,81,736,535,504,35,241,275,1202,150,195,60
13290,328,857,81,736,535,504,35,241,275,1202,150,195,60
13291,328,857,81,736,535,504,35,241,275,1202,150,195,60
13292,328,857,81,736,535,504,35,241,275,1202,150,195,60
13293,328,857,81,736,535,504,35,241,275,1202,150,195,60
13294,328,857,81,736,535,504,35,241,275,1202,150,195,60
13295,328,857,81,736,535,504,35,241,275,1202,150,195,60
13296,328,857,81,736,535,504,35,241,275,1202,150,195,60
13297,328,857,81,736,535,504,35,241,275,1202,150,195,60
13298,328,857,81,736,535,504,35,241,275,1202,150,195,60
13299,328,857,81,736,535,504,35,241,275,1202,150,195,60
13300,328,857,81,736,535,504,35,241,275,1202,150,195,60
13301,328,857,81,736,535,504,35,241,275,1202,150,195,60
13302,328,857,81,736,535,504,35,241,275,1202,150,195,60
13303,328,857,81,736,535,504,35,241,275,1202,150,195,60
13304,328,857,81,736,535,504,35,241,275,1202,150,195,60
13305,328,857,81,736,535,504,35,241,275,1202,150,195,60
13306,328,857,81,736,535,504,35,241,275,1202,150,195,60
13307,328,857,81,736,535,504,35,241,275,1202,150,195,60
13308,328,857,81,736,535,504,35,241,275,1202,150,195,60
13309,328,857,81,736,535,504,35,241,275,1202,150,195,60
13310,328,857,81,736,535,504,35,241,275,1202,150,195,60
13311,328,857,81,736,535,504,35,241,275,1202,150,195,60
13312,328,857,72,736,532,504,26,241,275,1202,155,195,73
13313,328,857,72,736,532,504,26,241,275,1202,155,195,73
13314,328,857,72,736,532,504,26,241,275,1202,155,195,73
13315,328,857,72,736,532,504,26,241,275,1202,155,195,73
13316,328,857,72,736,532,504,26,241,275,1202,155,195,73
13317,328,857,72,736,532,504,26,241,275,1202,155,195,73
13318,328,857,72,736,532,504,26,241,275,1202,155,195,73
13319,328,857,72,736,532,504,26,241,275,1202,155,195,73
13320,328,857,72,736,532,504,26,241,275,1202,155,195,73
13321,328,857,72,736,532,504,26,241,275,1202,155,195,73
13322,328,857,72,736,532,504,26,241,275,1202,155,195,73
13323,328,857,72,736,532,504,26,241,275,1202,155,195,73
13324,328,857,72,736,532,504,26,241,275,1202,155,195,73
13325,328,857,72,736,532,504,26,241,275,1202,155,195,73
13326,328,857,72,736,532,504,26,241,275,1202,155,195,73
13327,328,857,72,736,532,504,26,241,275,1202,155,195,73
13328,328,857,72,736,532,504,26,241,275,1202,155,195,73
13329,328,857,72,736,532,504,26,241,275,1202,155,195,73
13330,328,857,72,736,532,504,26,241,275,1202,155,195,73
13331,328,857,72,736,532,504,26,241,275,1202,155,195,73
13332,328,857,72,736,532,504,26,241,275,1202,155,195,73
13333,328,857,72,736,532,504,26,241,275,1202,155,195,73
13334,328,857,72,736,532,504,26,241,275,1202,155,195,73
13335,328,857,72,736,532,504,26,241,275,1202,155,195,73
13336,328,857,72,736,532,504,26,241,275,1202,155,195,73
13337,328,857,72,736,532,504,26,241,275,1202,155,195,73
13338,328,857,72,736,532,504,26,241,275,1202,155,195,73
13339,328,857,72,736,532,504,26,241,275,1202,155,195,73
13340,328,857,72,736,532,504,26,241,275,1202,155,195,73
13341,328,857,72,736,532,504,26,241,275,1202,155,195,73
13342,328,857,72,736,532,504,26,241,275,1202,155,195,73
13343,328,857,72,736,532,504,26,241,275,1202,155,195,73
13344,328,857,72,736,532,504,26,241,275,1202,155,195,73
13345,328,857,72,736,532,504,26,241,275,1202,155,195,73
13346,328,857,72,736,532,504,26,241,275,1202,155,195,73
13347,328,857,72,736,532,504,26,241,275,1202,155,195,73
13348,328,857,72,736,532,504,26,241,275,1202,155,195,73
13349,328,857,72,736,532,504,26,241,275,1202,155,195,73
13350,328,857,72,736,532,504,26,241,275,1202,155,195,73
13351,328,857,72,736,532,504,26,241,275,1202,155,195,73
13352,328,857,72,736,532,504,26,241,275,1202,155,195,73
13353,328,857,72,736,532,504,26,241,275,1202,155,195,73
13354,328,857,72,736,532,504,26,241,275,1202,155,195,73
13355,328,857,72,736,532,504,26,241,275,1202,155,195,73
13356,328,857,72,736,532,504,26,241,275,1202,155,195,73
13357,328,857,72,736,532,504,26,241,275,1202,155,195,73
13358,328,857,72,736,532,504,26,241,275,1202,155,195,73
13359,328,857,72,736,532,504,26,241,275,1202,155,195,73
13360,328,857,72,736,532,504,26,241,275,1202,155,195,73
13361,328,857,72,736,532,504,26,241,275,1202,155,195,73
13362,328,857,72,736,532,504,26,241,275,1202,155,195,73
13363,328,857,72,736,532,504,26,241,275,1202,155,195,73
13364,328,857,72,736,532,504,26,241,275,1202,155,195,73
13365,328,857,72,736,532,504,26,241,275,1202,155,195,73
13366,328,857,72,736,532,504,26,241,275,1202,155,195,73
13367,328,857,72,736,532,504,26,241,275,1202,155,195,73
13368,328,857,72,736,532,504,26,241,275,1202,155,195,73
13369,328,857,72,736,532,504,26,241,275,1202,155,195,73
13370,328,857,72,736,532,504,26,241,275,1202,155,195,73
13371,328,857,72,736,532,504,26,241,275,1202,155,195,73
13372,328,857,72,736,532,504,26,241,275,1202,155,195,73
13373,328,857,72,736,532,504,26,241,275,1202,155,195,73
13374,328,857,72,736,532,504,26,241,275,1202,155,195,73
13375,328,857,72,736,532,504,26,241,275,1202,155,195,73
13376,328,857,72,736,532,504,26,241,275,1202,155,195,60
13377,328,857,72,736,532,504,26,241,275,1202,155,195,60
13378,328,857,72,736,532,504,26,241,275,1202,155,195,60
13379,328,857,72,736,532,504,26,241,275,1202,155,195,60
13380,328,857,72,736,532,504,26,241,275,1202,155,195,60
13381,328,857,72,736,532,504,26,241,275,1202,155,195,60
13382,328,857,72,736,532,504,26,241,275,1202,155,195,60
13383,328,857,72,736,532,504,26,241,275,1202,155,195,60
13384,328,857,72,736,532,504,26,241,275,1202,155,195,60
13385,328,857,72,736,532,504,26,241,275,1202,155,195,60
13386,328,857,72,736,532,504,26,241,275,1202,155,195,60
13387,328,857,72,736,532,504,26,241,275,1202,155,195,60
13388,328,857,72,736,532,504,26,241,275,1202,155,195,60
13389,328,857,72,736,532,504,26,241,275,1202,155,195,60
13390,328,857,72,736,532,504,26,241,275,1202,155,195,60
13391,328,857,72,736,532,504,26,241,275,1202,155,195,60
13392,328,857,72,736,532,504,26,241,275,1202,155,195,60
13393,328,857,72,736,532,504,26,241,275,1202,155,195,60
13394,328,857,72,736,532,504,26,241,275,1202,155,195,60
13395,328,857,72,736,532,504,26,241,275,1202,155,195,60
13396,328,857,72,736,532,504,26,241,275,1202,155,195,60
13397,328,857,72,736,532,504,26,241,275,1202,155,195,60
13398,328,857,72,736,532,504,26,241,275,1202,155,195,60
13399,328,857,72,736,532,504,26,241,275,1202,155,195,60
13400,328,857,72,736,532,504,26,241,275,1202,155,195,60
13401,328,857,72,736,532,504,26,241,275,1202,155,195,60
13402,328,857,72,736,532,504,26,241,275,1202,155,195,60
13403,328,857,72,736,532,504,26,241,275,1202,155,195,60
13404,328,857,72,736,532,504,26,241,275,1202,155,195,60
13405,328,857,72,736,532,504,26,241,275,1202,155,195,60
13406,328,857,72,736,532,504,26,241,275,1202,155,195,60
13407,328,857,72,736,532,504,26,241,275,1202,155,195,60
13408,328,857,72,736,532,504,26,241,275,1202,155,195,60
13409,328,857,72,736,532,504,26,241,275,1202,155,195,60
13410,328,857,72,736,532,504,26,241,275,1202,155,195,60
13411,328,857,72,736,532,504,26,241,275,1202,155,195,60
13412,328,857,72,736,532,504,26,241,275,1202,155,195,60
13413,328,857,72,736,532,504,26,241,275,1202,155,195,60
13414,328,857,72,736,532,504,26,241,275,1202,155,195,60
13415,328,857,72,736,532,504,26,241,275,1202,155,195,60
13416,328,857,72,736,532,504,26,241,275,1202,155,195,60
13417,328,857,72,736,532,504,26,241,275,1202,155,195,60
13418,328,857,72,736,532,504,26,241,275,1202,155,195,60
13419,328,857,72,736,532,504,26,241,275,1202,155,195,60
13420,328,857,72,736,532,504,26,241,275,1202,155,195,60
13421,328,857,72,736,532,504,26,241,275,1202,155,195,60
13422,328,857,72,736,532,504,26,241,275,1202,155,195,60
13423,328,857,72,736,532,504,26,241,275,1202,155,195,60
13424,328,857,72,736,532,504,26,241,275,1202,155,195,60
13425,328,857,72,736,532,504,26,241,275,1202,155,195,60
13426,328,857,72,736,532,504,26,241,275,1202,155,195,60
13427,328,857,72,736,532,504,26,241,275,1202,155,195,60
13428,328,857,72,736,532,504,26,241,275,1202,155,195,60
13429,328,857,72,736,532,504,26,241,275,1202,155,195,60
13430,328,857,72,736,532,504,26,241,275,1202,155,195,60
13431,328,857,72,736,532,504,26,241,275,1202,155,195,60
13432,328,857,72,736,532,504,26,241,275,1202,155,195,60
13433,328,857,72,736,532,504,26,241,275,1202,155,195,60
13434,328,857,72,736,532,504,26,241,275,1202,155,195,60
13435,328,857,72,736,532,504,26,241,275,1202,155,195,60
13436,328,857,72,736,532,504,26,241,275,1202,155,195,60
13437,328,857,72,736,532,504,26,241,275,1202,155,195,60
13438,328,857,72,736,532,504,26,241,275,1202,155,195,60
13439,328,857,72,736,532,504,26,241,275,1202,155,195,60
13440,328,857,72,736,538,504,26,241,275,1202,155,195,73
13441,328,857,72,736,538,504,26,241,275,1202,155,195,73
13442,328,857,72,736,538,504,26,241,275,1202,155,195,73
13443,328,857,72,736,538,504,26,241,275,1202,155,195,73
13444,328,857,72,736,538,504,26,241,275,1202,155,195,73
13445,328,857,72,736,538,504,26,241,275,1202,155,195,73
13446,328,857,72,736,538,504,26,241,275,1202,155,195,73
13447,328,857,72,736,538,504,26,241,275,1202,155,195,73
13448,328,857,72,736,538,504,26,241,275,1202,155,195,73
13449,328,857,72,736,538,504,26,241,275,1202,155,195,73
13450,328,857,72,736,538,504,26,241,275,1202,155,195,73
13451,328,857,72,736,538,504,26,241,275,1202,155,195,73
13452,328,857,72,736,538,504,26,241,275,1202,155,195,73
13453,328,857,72,736,538,504,26,241,275,1202,155,195,73
13454,328,857,72,736,538,504,26,241,275,1202,155,195,73
13455,328,857,72,736,538,504,26,241,275,1202,155,195,73
13456,327,842,82,726,520,499,35,244,225,1119,173,195,73
13457,327,842,82,726,520,499,35,244,270,1135,173,195,73
13458,327,842,82,726,520,499,35,244,270,1135,173,195,73
13459,327,842,82,726,520,499,35,244,270,1135,173,195,73
13460,327,842,82,726,520,499,35,244,270,1151,173,195,73
13461,327,842,82,726,520,499,35,244,270,1151,173,195,73
13462,327,842,82,726,520,499,35,244,270,1151,173,195,73
13463,327,842,82,726,520,499,35,244,270,1151,173,195,73
13464,327,842,82,726,520,499,35,244,270,1151,173,195,73
13465,327,842,82,726,520,499,35,244,270,1151,173,195,73
13466,327,842,82,726,520,499,35,244,270,1151,173,195,73
13467,327,842,82,726,520,499,35,244,270,1151,173,195,73
13468,327,842,82,726,520,499,35,244,270,1151,173,195,73
13469,327,842,82,726,520,499,35,244,270,1151,173,195,73
13470,327,842,82,726,520,499,35,244,270,1151,173,195,73
13471,327,842,82,726,520,499,35,244,270,1151,173,195,73
13472,327,842,82,726,520,499,35,244,270,1151,173,195,73
13473,327,842,82,726,520,499,35,244,270,1151,173,195,73
13474,327,842,82,726,520,499,35,244,270,1151,173,195,73
13475,327,842,82,726,520,499,35,244,270,1151,173,195,73
13476,327,842,82,726,520,499,35,244,270,1151,173,195,73
13477,327,842,82,726,520,499,35,244,270,1151,173,195,73
13478,327,842,82,726,520,499,35,244,270,1151,173,195,73
13479,327,842,82,726,520,499,35,244,270,1151,173,195,73
13480,327,842,82,726,520,499,35,244,270,1151,173,195,73
13481,327,842,82,726,520,499,35,244,270,1151,173,195,73
13482,327,842,82,726,520,499,35,244,270,1151,173,195,73
13483,327,842,82,726,520,499,35,244,270,1151,173,195,73
13484,327,842,82,726,520,499,35,244,270,1151,173,195,73
13485,327,842,82,726,520,499,35,244,270,1151,173,195,73
13486,327,842,82,726,520,499,35,244,270,1151,173,195,73
13487,327,842,82,726,520,499,35,244,270,1151,173,195,73
13488,327,842,82,726,520,499,35,244,270,1151,173,195,73
13489,327,842,82,726,520,499,35,244,270,1151,173,195,73
13490,327,842,82,726,520,499,35,244,270,1151,173,195,73
13491,327,842,82,726,520,499,35,244,270,1151,173,195,73
13492,327,842,82,726,520,499,35,244,270,1151,173,195,73
13493,327,842,82,726,520,499,35,244,270,1151,173,195,73
13494,327,842,82,726,520,499,35,244,270,1151,173,195,73
13495,327,842,82,726,520,499,35,244,270,1151,173,195,73
13496,327,842,82,726,520,499,35,244,270,1151,173,195,73
